country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","06-04-2026 18:00:00",28.580280,77.233829,PM10,62,189,114
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","06-04-2026 18:00:00",28.674045,77.131023,NO2,11,53,33
India,Delhi,Delhi,"Pusa, Delhi - IMD","06-04-2026 18:00:00",28.636110,77.173332,PM10,58,159,95
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","06-04-2026 18:00:00",28.563262,77.186937,CO,30,116,47
India,Delhi,Delhi,"ITO, Delhi - CPCB","06-04-2026 18:00:00",28.628624,77.241060,PM2.5,26,211,80
India,Delhi,Delhi,"ITO, Delhi - CPCB","06-04-2026 18:00:00",28.628624,77.241060,NO2,34,96,51
India,Delhi,Delhi,"JNU, Delhi - DPCC","06-04-2026 18:00:00","28.540721 ","77.168544 ",NO2,6,44,24
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","06-04-2026 18:00:00",29.027200,77.062100,PM2.5,61,301,157
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","06-04-2026 18:00:00",29.027200,77.062100,NO2,12,13,12
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","06-04-2026 18:00:00",30.1480566,77.2893471,PM2.5,54,352,123
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","06-04-2026 18:00:00",30.943887,76.801991,SO2,26,30,28
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","06-04-2026 18:00:00",34.031606,75.009712,PM2.5,8,91,47
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","06-04-2026 18:00:00",34.031606,75.009712,NO2,11,29,16
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","06-04-2026 18:00:00",34.066206,74.819820,PM10,19,33,23
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","06-04-2026 18:00:00",34.066206,74.819820,SO2,3,4,3
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","06-04-2026 18:00:00",23.80569,86.44268,PM10,32,281,94
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","06-04-2026 18:00:00",23.80569,86.44268,NO2,92,258,112
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","06-04-2026 18:00:00",22.320153,73.216285,OZONE,2,10,8
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","06-04-2026 18:00:00",20.362421,72.918013,NH3,2,4,3
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","06-04-2026 18:00:00",30.379589,76.778328,NH3,7,8,8
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","06-04-2026 18:00:00",28.6701,76.9254,NO2,13,14,13
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","06-04-2026 18:00:00",28.3419248,77.319699,PM10,106,393,205
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","06-04-2026 18:00:00",28.3419248,77.319699,SO2,1,6,4
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","06-04-2026 18:00:00",28.3419248,77.319699,OZONE,3,33,26
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","06-04-2026 18:00:00",22.410802,73.097923,SO2,3,110,18
